Primary_Key,State,Year,Enrollment,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score
1988_DISTRICT_OF_COLUMBIA,DC,1988,,,,,,,,,,,0,3570,6292,6242,5342,4346,84792,,,,
1989_DISTRICT_OF_COLUMBIA,DC,1989,,,,,,,,,,,0,3645,6339,5924,5119,3778,81301,,,,
1990_DISTRICT_OF_COLUMBIA,DC,1990,,,,,,,,,,,0,4215,6417,6100,5172,3481,80694,,231,,
1991_DISTRICT_OF_COLUMBIA,DC,1991,,,,,,,,,,,0,4538,6578,5961,4976,3415,80618,,,,
2017_DISTRICT_OF_COLUMBIA,DC,2017,,,,,,,,,,,0,12727,7465,6339,4567,4104,87315,231,266,213,247
1986_FLORIDA,FL,1986,,,,,,,,,,,0,4287,134732,117394,126414,89663,1607320,,,,
1987_FLORIDA,FL,1987,,,,,,,,,,,0,5939,145384,121543,128022,97109,1664774,,,,
1988_FLORIDA,FL,1988,,,,,,,,,,,0,8317,153773,132484,127642,99659,1720930,,,,
1989_FLORIDA,FL,1989,,,,,,,,,,,0,14396,158907,142174,127763,96639,1789925,,,,
1990_FLORIDA,FL,1990,,,,,,,,,,,0,20184,163209,150965,133621,94776,1861592,,255,,
1991_FLORIDA,FL,1991,,,,,,,,,,,0,26784,161688,159330,135365,100210,1932131,,,,
2017_FLORIDA,FL,2017,,,,,,,,,,,0,61241,200185,220504,211073,202952,2832424,246,279,228,267
1986_GEORGIA,GA,1986,,,,,,,,,,,0,,88748,81587,83280,64282,1096425,,,,
1987_GEORGIA,GA,1987,,,,,,,,,,,0,,92592,83226,80797,65703,1110947,,,,
1988_GEORGIA,GA,1988,,,,,,,,,,,0,,96054,88314,82489,65902,1107994,,,,
1989_GEORGIA,GA,1989,,,,,,,,,,,0,,95460,94825,82504,59445,1126535,,,,
1990_GEORGIA,GA,1990,,,,,,,,,,,0,604,97208,96123,86259,62379,1151687,,259,,
1991_GEORGIA,GA,1991,,,,,,,,,,,0,1315,97590,98491,87534,62922,1177569,,,,
2017_GEORGIA,GA,2017,,,,,,,,,,,0,47726,126400,138249,132514,115678,1768642,236,281,220,266
1986_HAWAII,HI,1986,,,,,,,,,,,0,304,13642,12146,10618,10281,164640,,,,
1987_HAWAII,HI,1987,,,,,,,,,,,0,250,13888,12162,10865,10476,166160,,,,
1988_HAWAII,HI,1988,,,,,,,,,,,0,261,14091,12654,10715,10039,167488,,,,
1989_HAWAII,HI,1989,,,,,,,,,,,0,300,14147,13245,11177,9453,169493,,,,
1990_HAWAII,HI,1990,,,,,,,,,,,0,,13898,13124,11397,9234,171708,,251,,
1991_HAWAII,HI,1991,,,,,,,,,,,0,498,14353,13677,11270,9290,174747,,,,
2017_HAWAII,HI,2017,,,,,,,,,,,0,1582,14316,15443,13226,11068,180837,238,277,216,261
1986_IDAHO,ID,1986,,,,,,,,,,,0,,16646,16672,14956,13164,208391,,,,
1987_IDAHO,ID,1987,,,,,,,,,,,0,,17354,16968,15503,13886,212444,,,,
1988_IDAHO,ID,1988,,,,,,,,,,,0,,16925,17534,15776,13943,214615,,,,
1989_IDAHO,ID,1989,,,,,,,,,,,0,361,16259,17707,16187,13149,214932,,,,
1990_IDAHO,ID,1990,,,,,,,,,,,0,919,15676,17825,17243,13095,220840,,271,,
1991_IDAHO,ID,1991,,,,,,,,,,,0,1097,15133,18437,17803,14097,225680,,,,
2017_IDAHO,ID,2017,,,,,,,,,,,0,2845,21111,24003,23414,21512,301186,240,284,223,270
1986_ILLINOIS,IL,1986,,,,,,,,,,,0,25111,134370,128759,123175,119627,1825185,,,,
1987_ILLINOIS,IL,1987,,,,,,,,,,,0,24541,131000,128340,121278,123049,1811446,,,,
1988_ILLINOIS,IL,1988,,,,,,,,,,,0,26945,128748,133592,121810,120267,1794916,,,,
1989_ILLINOIS,IL,1989,,,,,,,,,,,0,29321,135793,139530,122583,110514,1797355,,,,
1990_ILLINOIS,IL,1990,,,,,,,,,,,0,34303,139976,135844,128637,105541,1821407,,261,,
1991_ILLINOIS,IL,1991,,,,,,,,,,,0,37039,139544,134185,127656,104837,1848166,,,,
2017_ILLINOIS,IL,2017,,,,,,,,,,,0,83664,132075,148792,151180,150045,2005153,238,282,220,267
1986_INDIANA,IN,1986,,,,,,,,,,,0,662,70624,68759,71842,66764,966780,,,,
1987_INDIANA,IN,1987,,,,,,,,,,,0,801,71405,70400,70202,69831,964129,,,,
1988_INDIANA,IN,1988,,,,,,,,,,,0,814,71250,71757,71967,69641,960994,,,,
1989_INDIANA,IN,1989,,,,,,,,,,,0,805,68409,74671,70229,65063,954165,,,,
1990_INDIANA,IN,1990,,,,,,,,,,,0,967,68024,74634,73258,62740,954525,,267,,
1991_INDIANA,IN,1991,,,,,,,,,,,0,2431,66881,75214,73839,60657,956988,,,,
2017_INDIANA,IN,2017,,,,,,,,,,,0,19198,77944,80111,80163,80475,1054187,247,288,226,272
1986_IOWA,IA,1986,,,,,,,,,,,0,981,40195,33904,32088,36222,481286,,,,
1987_IOWA,IA,1987,,,,,,,,,,,0,1068,39608,34301,31815,36965,480826,,,,
1988_IOWA,IA,1988,,,,,,,,,,,0,3334,39067,35491,33186,36157,478200,,,,
1989_IOWA,IA,1989,,,,,,,,,,,0,3417,38136,37298,33143,33795,478486,,,,
1990_IOWA,IA,1990,,,,,,,,,,,0,4747,38778,37642,34930,30928,483652,,278,,
1991_IOWA,IA,1991,,,,,,,,,,,0,5128,37841,37134,35449,31648,491363,,,,
2017_IOWA,IA,2017,,,,,,,,,,,0,30454,38293,37980,36491,37055,511850,243,286,222,268
1986_KANSAS,KS,1986,,,,,,,,,,,0,495,36358,30998,29040,28218,416091,,,,
1987_KANSAS,KS,1987,,,,,,,,,,,0,641,36335,31108,29038,28792,421112,,,,
1988_KANSAS,KS,1988,,,,,,,,,,,0,1043,36471,32345,29543,28783,426596,,,,
1989_KANSAS,KS,1989,,,,,,,,,,,0,1398,35734,34184,30189,26918,430864,,,,
1990_KANSAS,KS,1990,,,,,,,,,,,0,1627,36221,35429,31743,26089,437034,,,,
1991_KANSAS,KS,1991,,,,,,,,,,,0,2072,35866,35623,31943,25889,445390,,,,
2017_KANSAS,KS,2017,,,,,,,,,,,0,21281,35661,37687,36269,34437,497088,241,285,223,267
1986_KENTUCKY,KY,1986,,,,,,,,,,,0,,49578,48508,47108,38991,642778,,,,
1987_KENTUCKY,KY,1987,,,,,,,,,,,0,,49206,48446,44641,41586,642696,,,,
1988_KENTUCKY,KY,1988,,,,,,,,,,,0,,48112,49133,46143,42382,637627,,,,
1989_KENTUCKY,KY,1989,,,,,,,,,,,0,,46569,50256,46242,40186,630688,,,,
1990_KENTUCKY,KY,1990,,,,,,,,,,,0,6310,46972,49832,48141,37577,636401,,257,,
1991_KENTUCKY,KY,1991,,,,,,,,,,,0,11926,46695,49495,49136,36131,646024,,,,
2017_KENTUCKY,KY,2017,,,,,,,,,,,0,29493,44058,52328,50293,45593,680978,239,278,224,265
1986_LOUISIANA,LA,1986,,,,,,,,,,,0,1287,68146,62325,56538,42746,795188,,,,
1987_LOUISIANA,LA,1987,,,,,,,,,,,0,1305,70222,62411,54841,42745,793093,,,,
1988_LOUISIANA,LA,1988,,,,,,,,,,,0,1235,67051,63614,54975,41604,786683,,,,
1989_LOUISIANA,LA,1989,,,,,,,,,,,0,6659,64337,61886,52490,39892,783025,,,,
1990_LOUISIANA,LA,1990,,,,,,,,,,,0,7324,65305,61077,53507,37983,784757,,246,,
1991_LOUISIANA,LA,1991,,,,,,,,,,,0,8916,64474,62152,54491,37995,794128,,,,
2017_LOUISIANA,LA,2017,,,,,,,,,,,0,27491,53070,55835,52222,45114,715135,229,267,212,257
1986_MAINE,ME,1986,,,,,,,,,,,0,889,17040,14695,15789,15182,211752,,,,
1987_MAINE,ME,1987,,,,,,,,,,,0,1620,16988,15165,15204,15567,211817,,,,
1988_MAINE,ME,1988,,,,,,,,,,,0,1761,17394,15693,15281,15662,212902,,,,
1989_MAINE,ME,1989,,,,,,,,,,,0,1925,18798,15906,14917,14552,213775,,,,
1990_MAINE,ME,1990,,,,,,,,,,,0,1801,19107,16589,15154,13817,215149,,,,
1991_MAINE,ME,1991,,,,,,,,,,,0,1503,18625,16860,15679,13861,216400,,,,
2017_MAINE,ME,2017,,,,,,,,,,,0,5617,12586,13343,13796,13930,180473,240,284,221,269
1986_MARYLAND,MD,1986,,,,,,,,,,,0,9361,50505,48378,47315,47584,675747,,,,
1987_MARYLAND,MD,1987,,,,,,,,,,,0,10032,53146,49555,46717,48642,683797,,,,
1988_MARYLAND,MD,1988,,,,,,,,,,,0,10882,53667,52046,46782,47248,688947,,,,
1989_MARYLAND,MD,1989,,,,,,,,,,,0,12238,54709,55009,46629,43302,698806,,,,
1990_MARYLAND,MD,1990,,,,,,,,,,,0,14360,56617,57228,49864,40529,715176,,261,,
1991_MARYLAND,MD,1991,,,,,,,,,,,0,15567,57658,59493,50447,40512,736238,,,,
2017_MARYLAND,MD,2017,,,,,,,,,,,0,30422,64045,70330,65372,60186,893684,241,281,225,267
1986_MASSACHUSETTS,MA,1986,,,,,,,,,,,0,3702,66595,57235,61328,63817,833918,,,,
1987_MASSACHUSETTS,MA,1987,,,,,,,,,,,0,4783,67138,58163,59272,64221,825320,,,,
1988_MASSACHUSETTS,MA,1988,,,,,,,,,,,0,6017,69572,60342,58141,60588,823428,,,,
1989_MASSACHUSETTS,MA,1989,,,,,,,,,,,0,6819,70464,62561,57364,55945,825588,,,,
1990_MASSACHUSETTS,MA,1990,,,,,,,,,,,0,7567,73481,64246,58818,53484,834314,,,,
1991_MASSACHUSETTS,MA,1991,,,,,,,,,,,0,9491,72974,65960,59263,53464,846155,,,,
2017_MASSACHUSETTS,MA,2017,,,,,,,,,,,0,30684,66122,72620,72860,71684,964791,249,297,236,278
1986_MICHIGAN,MI,1986,,,,,,,,,,,0,8448,135089,107851,113235,105620,1597154,,,,
1987_MICHIGAN,MI,1987,,,,,,,,,,,0,4128,139622,110254,110862,111126,1589287,,,,
1988_MICHIGAN,MI,1988,,,,,,,,,,,0,9549,138772,113656,109134,107398,1582785,,,,
1989_MICHIGAN,MI,1989,,,,,,,,,,,0,10661,140356,116261,106260,97713,1576785,,,,
1990_MICHIGAN,MI,1990,,,,,,,,,,,0,10785,141656,117560,109328,91769,1584431,,264,,
1991_MICHIGAN,MI,1991,,,,,,,,,,,0,11157,137370,119315,111906,90311,1593561,,,,
2017_MICHIGAN,MI,2017,,,,,,,,,,,0,44258,116636,107959,114521,117197,1516398,236,280,218,265
1986_MINNESOTA,MN,1986,,,,,,,,,,,0,6008,60893,50287,49703,57818,711134,,,,
1987_MINNESOTA,MN,1987,,,,,,,,,,,0,5693,62391,52761,49865,59565,721481,,,,
1988_MINNESOTA,MN,1988,,,,,,,,,,,0,5827,61442,55459,51484,58335,726950,,,,
1989_MINNESOTA,MN,1989,,,,,,,,,,,0,7347,61916,58846,51830,53724,739553,,,,
1990_MINNESOTA,MN,1990,,,,,,,,,,,0,7171,64264,61026,54417,51324,756374,,275,,
1991_MINNESOTA,MN,1991,,,,,,,,,,,0,5549,63500,62111,56806,52165,773571,,,,
2017_MINNESOTA,MN,2017,,,,,,,,,,,0,22692,64111,67226,66428,70833,884944,249,294,225,269
1986_MISSISSIPPI,MS,1986,,,,,,,,,,,0,110,33418,40102,37060,28405,498639,,,,
1987_MISSISSIPPI,MS,1987,,,,,,,,,,,0,154,37766,39223,35503,30281,505550,,,,
1988_MISSISSIPPI,MS,1988,,,,,,,,,,,0,172,37653,39849,36129,29129,503326,,,,
1989_MISSISSIPPI,MS,1989,,,,,,,,,,,0,379,36990,41200,36019,27851,502020,,,,
1990_MISSISSIPPI,MS,1990,,,,,,,,,,,0,997,37568,41820,38063,26411,502417,,,,
1991_MISSISSIPPI,MS,1991,,,,,,,,,,,0,732,36569,40953,37514,25713,504127,,,,
2017_MISSISSIPPI,MS,2017,,,,,,,,,,,0,5732,35988,38880,35613,30933,478321,235,271,215,256
1986_MISSOURI,MO,1986,,,,,,,,,,,0,,62575,58984,58861,54738,800606,,,,
1987_MISSOURI,MO,1987,,,,,,,,,,,0,,62141,61263,58423,54936,802060,,,,
1988_MISSOURI,MO,1988,,,,,,,,,,,0,,65867,63098,58880,56218,806639,,,,
1989_MISSOURI,MO,1989,,,,,,,,,,,0,,64627,64933,58052,52420,807934,,,,
1990_MISSOURI,MO,1990,,,,,,,,,,,0,,66154,63904,61455,49925,816558,,,,
1991_MISSOURI,MO,1991,,,,,,,,,,,0,15561,66072,64324,62351,49503,842965,,,,
2017_MISSOURI,MO,2017,,,,,,,,,,,0,33054,66010,70749,67733,64283,915472,240,281,223,266
1986_MONTANA,MT,1986,,,,,,,,,,,0,138,12923,11684,10677,10681,153327,,,,
1987_MONTANA,MT,1987,,,,,,,,,,,0,96,12720,11734,10588,10906,152207,,,,
1988_MONTANA,MT,1988,,,,,,,,,,,0,268,12583,11724,10769,10958,152191,,,,
1989_MONTANA,MT,1989,,,,,,,,,,,0,293,12183,12136,10936,9985,151265,,,,
1990_MONTANA,MT,1990,,,,,,,,,,,0,533,12326,12438,11514,9609,152974,,280,,
1991_MONTANA,MT,1991,,,,,,,,,,,0,437,11995,12533,11815,9597,155779,,,,
2017_MONTANA,MT,2017,,,,,,,,,,,0,2321,11702,11971,11207,9931,149474,241,286,222,267
1986_NEBRASKA,NE,1986,,,,,,,,,,,0,1487,23355,19799,18974,19377,267139,,,,
1987_NEBRASKA,NE,1987,,,,,,,,,,,0,1478,23255,20057,19138,19747,268100,,,,
1988_NEBRASKA,NE,1988,,,,,,,,,,,0,1509,22838,20746,19661,19964,269434,,,,
1989_NEBRASKA,NE,1989,,,,,,,,,,,0,1917,22834,21927,19116,19099,270920,,,,
1990_NEBRASKA,NE,1990,,,,,,,,,,,0,2062,22751,22507,20226,17680,274081,,276,,
1991_NEBRASKA,NE,1991,,,,,,,,,,,0,2797,22218,22460,20617,18106,279552,,,,
2017_NEBRASKA,NE,2017,,,,,,,,,,,0,17513,23232,24169,23722,24349,323766,246,288,224,269
1986_NEVADA,NV,1986,,,,,,,,,,,0,,13202,12135,11740,11023,161239,,,,
1987_NEVADA,NV,1987,,,,,,,,,,,0,,13859,12771,11906,11604,168353,,,,
1988_NEVADA,NV,1988,,,,,,,,,,,0,,14546,13969,12310,11916,176474,,,,
1989_NEVADA,NV,1989,,,,,,,,,,,0,,15408,15603,13198,11297,186834,,,,
1990_NEVADA,NV,1990,,,,,,,,,,,0,421,16737,16985,14623,11197,201316,,,,
1991_NEVADA,NV,1991,,,,,,,,,,,0,795,17479,17886,15205,11283,211810,,,,
2017_NEVADA,NV,2017,,,,,,,,,,,0,8908,35083,38624,36389,33456,485785,232,275,215,260
1986_NEW_HAMPSHIRE,NH,1986,,,,,,,,,,,0,,5812,11631,12405,11641,163717,,,,
1987_NEW_HAMPSHIRE,NH,1987,,,,,,,,,,,0,,5991,12215,12584,12226,166045,,,,
1988_NEW_HAMPSHIRE,NH,1988,,,,,,,,,,,0,,7364,13069,12131,11878,169413,,,,
1989_NEW_HAMPSHIRE,NH,1989,,,,,,,,,,,0,738,7338,13826,12058,11131,171696,,,,
1990_NEW_HAMPSHIRE,NH,1990,,,,,,,,,,,0,696,7467,14594,12610,10408,172785,,273,,
1991_NEW_HAMPSHIRE,NH,1991,,,,,,,,,,,0,850,7793,15117,12881,10483,177138,,,,
2017_NEW_HAMPSHIRE,NH,2017,,,,,,,,,,,0,3907,11419,13456,14223,13435,179433,245,293,229,275
1986_NEW_JERSEY,NJ,1986,,,,,,,,,,,0,6054,78251,75927,76245,81896,1107467,,,,
1987_NEW_JERSEY,NJ,1987,,,,,,,,,,,0,6320,78991,76156,74848,82653,1092982,,,,
1988_NEW_JERSEY,NJ,1988,,,,,,,,,,,0,6195,79662,78262,73684,78033,1080871,,,,
1989_NEW_JERSEY,NJ,1989,,,,,,,,,,,0,6531,80391,79060,72607,70438,1076005,,,,
1990_NEW_JERSEY,NJ,1990,,,,,,,,,,,0,6998,83551,80288,74839,67716,1089646,,270,,
1991_NEW_JERSEY,NJ,1991,,,,,,,,,,,0,8261,85469,82100,75556,67395,1109796,,,,
2017_NEW_JERSEY,NJ,2017,,,,,,,,,,,0,64351,91077,99443,100919,98845,1408102,248,292,233,275
1986_NEW_MEXICO,NM,1986,,,,,,,,,,,0,,23108,20628,19651,16794,281943,,,,
1987_NEW_MEXICO,NM,1987,,,,,,,,,,,0,,23411,21293,19595,16946,287229,,,,
1988_NEW_MEXICO,NM,1988,,,,,,,,,,,0,,23587,21602,19939,16915,292425,,,,
1989_NEW_MEXICO,NM,1989,,,,,,,,,,,0,,23239,22829,19768,15751,296057,,,,
1990_NEW_MEXICO,NM,1990,,,,,,,,,,,0,1406,23280,23323,20487,15454,301881,,256,,
1991_NEW_MEXICO,NM,1991,,,,,,,,,,,0,1231,23276,23829,21197,15923,308667,,,,
2017_NEW_MEXICO,NM,2017,,,,,,,,,,,0,9689,23709,26363,24828,21573,334345,230,269,208,256
1986_NEW_YORK,NY,1986,,,,,,,,,,,0,18783,181664,178888,174025,171545,2607719,,,,
1987_NEW_YORK,NY,1987,,,,,,,,,,,0,20821,183910,181309,171808,172904,2594070,,,,
1988_NEW_YORK,NY,1988,,,,,,,,,,,0,25005,185771,183779,172302,161593,2573715,,,,
1989_NEW_YORK,NY,1989,,,,,,,,,,,0,28172,187957,186493,171331,148836,2565841,,,,
1990_NEW_YORK,NY,1990,,,,,,,,,,,0,29187,193972,190245,178389,142514,2598337,,261,,
1991_NEW_YORK,NY,1991,,,,,,,,,,,0,30025,197128,194841,180718,141546,2643993,,,,
2017_NEW_YORK,NY,2017,,,,,,,,,,,0,65558,193045,202149,198879,194079,2724663,236,282,222,264
1986_NORTH_CAROLINA,NC,1986,,,,,,,,,,,0,778,81093,79686,85446,68939,1085248,,,,
1987_NORTH_CAROLINA,NC,1987,,,,,,,,,,,0,833,84705,79536,83024,72339,1085976,,,,
1988_NORTH_CAROLINA,NC,1988,,,,,,,,,,,0,1540,84798,81174,82586,73595,1083156,,,,
1989_NORTH_CAROLINA,NC,1989,,,,,,,,,,,0,1929,86204,83168,79280,68194,1080744,,,,
1990_NORTH_CAROLINA,NC,1990,,,,,,,,,,,0,3050,88176,83652,82523,65720,1086871,,250,,
1991_NORTH_CAROLINA,NC,1991,,,,,,,,,,,0,3925,88324,85288,81895,64061,1097598,,,,
2017_NORTH_CAROLINA,NC,2017,,,,,,,,,,,0,18734,115064,122866,110297,105208,1553513,241,282,224,263
1986_NORTH_DAKOTA,ND,1986,,,,,,,,,,,0,609,10126,9243,8739,8204,118703,,,,
1987_NORTH_DAKOTA,ND,1987,,,,,,,,,,,0,530,10193,9189,8470,8704,119004,,,,
1988_NORTH_DAKOTA,ND,1988,,,,,,,,,,,0,633,10292,9202,8469,8433,118809,,,,
1989_NORTH_DAKOTA,ND,1989,,,,,,,,,,,0,682,9510,9352,8504,8032,117816,,,,
1990_NORTH_DAKOTA,ND,1990,,,,,,,,,,,0,691,9547,9614,8898,7960,117825,,281,,
1991_NORTH_DAKOTA,ND,1991,,,,,,,,,,,0,657,9273,9575,8929,7821,118376,,,,
2017_NORTH_DAKOTA,ND,2017,,,,,,,,,,,0,2778,9273,8781,8243,7369,111920,244,288,222,265
1986_OHIO,OH,1986,,,,,,,,,,,0,,141923,128943,133448,132962,1793508,,,,
1987_OHIO,OH,1987,,,,,,,,,,,0,,141049,130374,130062,137127,1793431,,,,
1988_OHIO,OH,1988,,,,,,,,,,,0,,138736,135733,131165,137196,1778544,,,,
1989_OHIO,OH,1989,,,,,,,,,,,0,,138289,140455,128296,125507,1764410,,,,
1990_OHIO,OH,1990,,,,,,,,,,,0,,145294,141402,132213,118605,1771089,,264,,
1991_OHIO,OH,1991,,,,,,,,,,,0,12393,142085,140401,131604,113420,1783767,,,,
2017_OHIO,OH,2017,,,,,,,,,,,0,38310,123036,128118,130481,121801,1704399,241,288,225,268
1986_OKLAHOMA,OK,1986,,,,,,,,,,,0,2495,52321,43781,42731,38606,593183,,,,
1987_OKLAHOMA,OK,1987,,,,,,,,,,,0,2382,48529,43254,41652,40552,584212,,,,
1988_OKLAHOMA,OK,1988,,,,,,,,,,,0,2967,47326,43540,39041,40073,580426,,,,
1989_OKLAHOMA,OK,1989,,,,,,,,,,,0,2940,46401,45931,40762,37728,578580,,,,
1990_OKLAHOMA,OK,1990,,,,,,,,,,,0,2555,45904,46615,42319,35671,579087,,263,,
1991_OKLAHOMA,OK,1991,,,,,,,,,,,0,3403,45509,48260,43176,35684,588263,,,,
2017_OKLAHOMA,OK,2017,,,,,,,,,,,0,41727,51920,52385,49462,43534,695092,237,275,217,261
1986_OREGON,OR,1986,,,,,,,,,,,0,1617,26878,34941,33088,32009,449307,,,,
1987_OREGON,OR,1987,,,,,,,,,,,0,1514,30699,35330,33160,33495,455895,,,,
1988_OREGON,OR,1988,,,,,,,,,,,0,1285,32246,36978,34398,32320,461752,,,,
1989_OREGON,OR,1989,,,,,,,,,,,0,1254,35715,37106,35253,30018,472394,,,,
1990_OREGON,OR,1990,,,,,,,,,,,0,1254,35715,37106,35253,30018,472394,,271,,
1991_OREGON,OR,1991,,,,,,,,,,,0,1034,37547,40717,37872,30226,498614,,,,
2017_OREGON,OR,2017,,,,,,,,,,,0,27330,41884,46543,44375,47245,608014,233,282,218,266
1986_PENNSYLVANIA,PA,1986,,,,,,,,,,,0,,124171,112088,121509,126701,1674161,,,,
1987_PENNSYLVANIA,PA,1987,,,,,,,,,,,0,,124471,114588,118544,130812,1668542,,,,
1988_PENNSYLVANIA,PA,1988,,,,,,,,,,,0,,124878,119150,117664,124572,1659714,,,,
1989_PENNSYLVANIA,PA,1989,,,,,,,,,,,0,2445,122594,122701,115963,115400,1655279,,,,
1990_PENNSYLVANIA,PA,1990,,,,,,,,,,,0,2846,127628,125666,119563,108592,1667834,,266,,
1991_PENNSYLVANIA,PA,1991,,,,,,,,,,,0,3108,130364,128877,121836,107758,1692797,,,,
2017_PENNSYLVANIA,PA,2017,,,,,,,,,,,0,8498,121043,134060,134845,133091,1726809,242,286,225,270
1986_RHODE_ISLAND,RI,1986,,,,,,,,,,,0,372,9834,9318,9865,9396,134690,,,,
1987_RHODE_ISLAND,RI,1987,,,,,,,,,,,0,303,10103,9449,9543,9558,134800,,,,
1988_RHODE_ISLAND,RI,1988,,,,,,,,,,,0,358,9979,9813,9375,8954,133585,,,,
1989_RHODE_ISLAND,RI,1989,,,,,,,,,,,0,336,10449,10418,9388,8346,135729,,,,
1990_RHODE_ISLAND,RI,1990,,,,,,,,,,,0,364,10559,10812,9894,8167,138813,,260,,
1991_RHODE_ISLAND,RI,1991,,,,,,,,,,,0,369,10680,11122,10053,8277,142144,,,,
2017_RHODE_ISLAND,RI,2017,,,,,,,,,,,0,2477,10006,11003,11052,10295,142949,238,277,223,266
1986_SOUTH_CAROLINA,SC,1986,,,,,,,,,,,0,,41415,46874,48861,36064,611629,,,,
1987_SOUTH_CAROLINA,SC,1987,,,,,,,,,,,0,,41725,47256,47407,38596,614921,,,,
1988_SOUTH_CAROLINA,SC,1988,,,,,,,,,,,0,,41433,49024,46720,39348,615774,,,,
1989_SOUTH_CAROLINA,SC,1989,,,,,,,,,,,0,,41490,50891,45691,36621,616177,,,,
1990_SOUTH_CAROLINA,SC,1990,,,,,,,,,,,0,,43087,51339,47852,35393,622112,,,,
1991_SOUTH_CAROLINA,SC,1991,,,,,,,,,,,0,,43587,52206,47352,34638,627470,,,,
2017_SOUTH_CAROLINA,SC,2017,,,,,,,,,,,0,27006,55598,60890,57033,50100,777507,234,275,213,260
1986_SOUTH_DAKOTA,SD,1986,,,,,,,,,,,0,925,11124,9565,8518,8346,125458,,,,
1987_SOUTH_DAKOTA,SD,1987,,,,,,,,,,,0,367,11165,9702,8573,8829,126817,,,,
1988_SOUTH_DAKOTA,SD,1988,,,,,,,,,,,0,376,10655,10137,9000,8685,126910,,,,
1989_SOUTH_DAKOTA,SD,1989,,,,,,,,,,,0,214,10667,10527,9275,8248,127329,,,,
1990_SOUTH_DAKOTA,SD,1990,,,,,,,,,,,0,547,10681,10707,9530,7758,129164,,,,
1991_SOUTH_DAKOTA,SD,1991,,,,,,,,,,,0,531,10451,10793,9762,7692,131576,,,,
2017_SOUTH_DAKOTA,SD,2017,,,,,,,,,,,0,3393,11720,10966,10104,8783,137823,242,286,222,267
1986_TENNESSEE,TN,1986,,,,,,,,,,,0,992,61359,61142,62213,49945,818073,,,,
1987_TENNESSEE,TN,1987,,,,,,,,,,,0,,62046,61272,61192,53219,823783,,,,
1988_TENNESSEE,TN,1988,,,,,,,,,,,0,,62118,63206,60330,53700,821580,,,,
1989_TENNESSEE,TN,1989,,,,,,,,,,,0,,61767,63539,58576,50851,819660,,,,
1990_TENNESSEE,TN,1990,,,,,,,,,,,0,,63739,64676,61382,49050,824595,,,,
1991_TENNESSEE,TN,1991,,,,,,,,,,,0,,64183,65776,61623,49011,833651,,,,
2017_TENNESSEE,TN,2017,,,,,,,,,,,0,28379,75482,78085,74150,69498,1001967,237,279,219,262
1986_TEXAS,TX,1986,,,,,,,,,,,0,62804,248628,245742,236791,187279,3209515,,,,
1987_TEXAS,TX,1987,,,,,,,,,,,0,70739,258953,247433,234498,182734,3236787,,,,
1988_TEXAS,TX,1988,,,,,,,,,,,0,77548,251418,255832,237387,201762,3283707,,,,
1989_TEXAS,TX,1989,,,,,,,,,,,0,82711,250752,268064,238057,192963,3328514,,,,
1990_TEXAS,TX,1990,,,,,,,,,,,0,92172,257586,274159,246418,178390,3382887,,258,,
1991_TEXAS,TX,1991,,,,,,,,,,,0,102371,258597,278636,251107,177332,3464371,,,,
2017_TEXAS,TX,2017,,,,,,,,,,,0,256222,371638,413843,398662,345243,5401341,241,282,215,260
1986_UTAH,UT,1986,,,,,,,,,,,0,,37466,35182,28311,23782,415994,,,,
1987_UTAH,UT,1987,,,,,,,,,,,0,,37235,33159,29148,25076,423386,,,,
1988_UTAH,UT,1988,,,,,,,,,,,0,1568,35242,36190,29977,25911,431119,,,,
1989_UTAH,UT,1989,,,,,,,,,,,0,2792,33991,37301,32563,24971,438554,,,,
1990_UTAH,UT,1990,,,,,,,,,,,0,1920,33166,36435,34551,26263,446652,,,,
1991_UTAH,UT,1991,,,,,,,,,,,0,2212,33193,37215,33114,27575,456430,,,,
2017_UTAH,UT,2017,,,,,,,,,,,0,15904,47591,52970,50627,46516,668274,242,287,225,269
1986_VERMONT,VT,1986,,,,,,,,,,,0,281,7196,6730,6783,6158,92112,,,,
1987_VERMONT,VT,1987,,,,,,,,,,,0,,7867,6989,6686,6380,92755,,,,
