,Primary_Key,State,Year,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region,,,
811,2007_VIRGINIA,Virginia,2007,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546,-524468,28684,89656,90397,93896,85413,1230857,244,288,227,267,South,,,VT
812,2007_WASHINGTON,Washington,2007,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443,-331649,10012,72165,76673,78219,78429,1030247,243,285,224,265,West,,,VA
813,2007_WEST_VIRGINIA,West Virginia,2007,2905489,353571,1677212,874706,2983267,1608247,941055,189649,228873,-77778,12247,21300,20217,21330,18625,282535,236,270,215,255,South,,,WA
814,2007_WISCONSIN,Wisconsin,2007,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948,166107,37773,59590,59995,64135,72380,874633,244,286,223,264,Midwest,,,WV
815,2007_WYOMING,Wyoming,2007,1477891,111051,722364,644476,1390344,661713,428613,42353,246698,87547,413,6891,6493,6711,6246,86422,244,287,225,266,West,,,WI
816,2008_ALABAMA,Alabama,2008,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746,816799,-121174,6470,56205,58593,57809,46763,745668,,,,,South,,,WY
817,2008_ALASKA,Alaska,2008,2188587,303399,1419318,465870,2274819,1113396,740000,65654,307512,-86232,1905,9744,9756,9673,9787,130662,,,,,West,,,
818,2008_ARIZONA,Arizona,2008,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634,1571620,-309049,16748,87229,83793,81576,76735,1087817,,,,,West,,,
819,2008_ARKANSAS,Arkansas,2008,4608356,488378,3487063,632915,4720720,2388502,1462092,248189,463449,-112364,13254,37997,36345,35387,30256,478965,,,,,South,,,
820,2008_CALIFORNIA,California,2008,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956,9388155,-1991937,70497,461063,463904,486390,476156,6322528,,,,,West,,,
821,2008_COLORADO,Colorado,2008,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078,1157579,-814657,28280,63985,61058,58733,55936,818443,,,,,West,,,
822,2008_CONNECTICUT,Connecticut,2008,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708,826090,275475,14952,40684,41792,43027,40743,567198,,,,,Northeast,,,
823,2008_DELAWARE,Delaware,2008,1694998,104304,1037624,553070,1746925,852701,494996,72590,241390,-51927,738,9458,9521,9908,8120,125430,,,,,South,,,
825,2008_FLORIDA,Florida,2008,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863,5980134,-1217768,48233,193428,198129,200736,167705,2631020,,,,,South,,,
826,2008_GEORGIA,Georgia,2008,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562,2703375,-488457,40726,129336,127285,123857,96131,1655792,,,,,South,,,
827,2008_HAWAII,Hawaii,2008,2541703,310732,2154313,76658,2242408,1281836,742938,123179,94455,299295,1607,15475,13739,12665,11326,179478,,,,,West,,,
828,2008_IDAHO,Idaho,2008,2151476,205035,1409151,537290,2001328,1124302,627415,94898,93431,150148,2797,21516,21450,20623,18826,275051,,,,,West,,,
829,2008_ILLINOIS,Illinois,2008,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452,2559210,-265152,92782,146969,152951,159272,147796,2119707,,,,,Midwest,,,
830,2008_INDIANA,Indiana,2008,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943,941950,474306,11487,76308,78842,80874,72989,1046147,,,,,Midwest,,,
831,2008_IOWA,Iowa,2008,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771,672361,1152,17022,38522,35031,35324,38050,487559,,,,,Midwest,,,
832,2008_KANSAS,Kansas,2008,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301,428160,256046,14271,36267,34965,34366,32267,471060,,,,,Midwest,,,
833,2008_KENTUCKY,Kentucky,2008,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041,760566,-156153,18660,50643,49875,49668,43326,670030,,,,,South,,,
834,2008_LOUISIANA,Louisiana,2008,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140,787702,151893,28564,52660,57165,51910,38234,684873,,,,,South,,,
835,2008_MAINE,Maine,2008,2594335,194914,1122001,1277420,2582293,1359995,843451,135557,113571,12042,2893,13475,13860,14886,15423,192935,,,,,Northeast,,,
836,2008_MARYLAND,Maryland,2008,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507,1358068,358419,26821,60530,59512,63639,60916,843861,,,,,South,,,
837,2008_MASSACHUSETTS,Massachusetts,2008,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653,655884,2033,26796,68540,70666,73170,68329,958910,,,,,Northeast,,,
838,2008_MICHIGAN,Michigan,2008,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352,1375044,-261807,29772,124451,117432,123823,126352,1659921,,,,,Midwest,,,
839,2008_MINNESOTA,Minnesota,2008,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142,1136550,-344506,13522,61982,59822,62080,74202,836048,,,,,Midwest,,,
840,2008_MISSISSIPPI,Mississippi,2008,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883,377201,85701,3106,38511,38159,37889,28288,491962,,,,,South,,,
841,2008_MISSOURI,Missouri,2008,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600,1070552,-564820,25435,67690,67620,68030,66266,917871,,,,,Midwest,,,
842,2008_MONTANA,Montana,2008,1562815,185898,766328,610589,1557678,831718,491537,62756,141860,5137,963,10802,10558,10890,10670,141899,,,,,West,,,
843,2008_NEBRASKA,Nebraska,2008,3383157,321975,1091160,1970022,3325663,1784350,869629,135025,444442,57494,11046,22790,20939,20958,22246,292590,,,,,Midwest,,,
844,2008_NEVADA,Nevada,2008,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730,1058467,-542617,3393,32188,34099,34394,23330,433371,,,,,West,,,
845,2008_NEW_HAMPSHIRE,New Hampshire,2008,2715463,136012,1008333,1571118,2715961,1495009,783298,74069,163893,-498,2834,10968,14613,15783,15419,197934,,,,,Northeast,,,
846,2008_NEW_JERSEY,New Jersey,2008,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413,1625458,-252476,30746,93504,99242,100894,97515,1381420,,,,,Northeast,,,
847,2008_NEW_MEXICO,New Mexico,2008,3569311,467492,2542639,559180,3599724,1732652,1129277,125528,569550,-30413,6365,25680,25119,24366,19940,330245,,,,,West,,,
848,2008_NEW_YORK,New York,2008,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430,4805621,-1723468,50758,187194,190067,201895,185896,2740592,,,,,Northeast,,,
849,2008_NORTH_CAROLINA,North Carolina,2008,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663,1728313,-120875,24678,117282,114909,111050,88724,1488645,,,,,South,,,
850,2008_NORTH_DAKOTA,North Dakota,2008,1104803,145770,383307,575726,1085970,552250,300054,73451,88292,18833,1262,7217,6812,7364,7608,94728,,,,,Midwest,,,
851,2008_OHIO,Ohio,2008,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835,2568654,795485,37873,130405,132680,137479,134522,1817163,,,,,Midwest,,,
852,2008_OKLAHOMA,Oklahoma,2008,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187,459000,112402,37726,50497,47245,45149,38798,645108,,,,,South,,,
853,2008_OREGON,Oregon,2008,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339,621540,-299828,11855,40556,43272,43339,46120,575393,,,,,West,,,
854,2008_PENNSYLVANIA,Pennsylvania,2008,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105,2537699,-240478,13686,126197,130592,139173,136937,1775029,,,,,Northeast,,,
855,2008_RHODE_ISLAND,Rhode Island,2008,2173888,164966,836509,1172413,2175172,1229747,765970,88156,28023,-1284,1985,9905,9752,11422,10709,145342,,,,,Northeast,,,
856,2008_SOUTH_CAROLINA,South Carolina,2008,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371,1179283,-423945,23376,52468,53996,53446,43189,718113,,,,,South,,,
857,2008_SOUTH_DAKOTA,South Dakota,2008,1190917,180925,394721,615271,1172715,609848,351235,61081,114678,18202,2626,10315,9234,9446,8831,126429,,,,,Midwest,,,
858,2008_TENNESSEE,Tennessee,2008,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628,735501,-402369,16864,76156,75091,72255,65306,971950,,,,,South,,,
859,2008_TEXAS,Texas,2008,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832,8133118,-3959852,224759,362318,355578,343548,280308,4752148,,,,,South,,,
860,2008_UTAH,Utah,2008,4198001,380907,2363716,1453378,4337917,2068264,948423,289783,929772,-139916,9480,47046,44546,40261,37818,559778,,,,,West,,,
861,2008_VERMONT,Vermont,2008,1888635,94504,1290067,504064,1888133,831132,463215,44089,83821,502,4698,6192,6471,7004,7520,93625,,,,,Northeast,,,
862,2008_VIRGINIA,Virginia,2008,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,-468186,29987,89931,91133,92881,87177,1235795,,,,,South,,,
863,2008_WASHINGTON,Washington,2008,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855,1797341,-482442,10995,73831,77999,78902,79916,1037018,,,,,West,,,
864,2008_WEST_VIRGINIA,West Virginia,2008,2965828,320529,1723068,922231,3068910,1667812,945152,190634,249687,-103082,13150,20919,20162,21268,18914,282729,,,,,South,,,
865,2008_WISCONSIN,Wisconsin,2008,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721,666877,73390,43161,60384,60319,62317,71799,873750,,,,,Midwest,,,
866,2008_WYOMING,Wyoming,2008,1602514,100207,846239,656068,1517325,703831,449989,43352,309892,85189,452,7215,6608,6456,6111,87161,,,,,West,,,
867,2009_ALABAMA,Alabama,2009,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019,924956,-629077,7774,57019,59512,57027,48164,748889,228,269,216,255,South,,,
868,2009_ALASKA,Alaska,2009,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165,-237442,2475,9804,10046,9626,9779,131661,237,283,211,259,West,,,
869,2009_ARIZONA,Arizona,2009,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403,1312659,-777878,9175,84191,83686,82163,79283,1077831,230,277,210,258,West,,,
870,2009_ARKANSAS,Arkansas,2009,4753142,534510,3530487,688145,5017352,2417974,1492691,533057,409763,-264210,13504,38115,36479,35715,30567,480559,238,276,216,258,South,,,
871,2009_CALIFORNIA,California,2009,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373,8881265,-807190,71783,471058,465866,472856,478503,6263438,232,270,210,253,West,,,
872,2009_COLORADO,Colorado,2009,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128,1035058,-371816,29701,64190,62929,59129,58526,832368,243,287,226,266,West,,,
873,2009_CONNECTICUT,Connecticut,2009,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685,763075,358215,15689,39866,41510,42999,41029,563968,245,289,229,272,Northeast,,,
874,2009_DELAWARE,Delaware,2009,1718993,109682,1047418,561893,1798244,877678,496383,80812,254460,-79251,755,9537,9672,9519,8317,126801,239,284,226,265,South,,,
876,2009_FLORIDA,Florida,2009,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420,4533913,-2372929,51495,196057,199322,198245,172321,2634522,242,279,226,264,South,,,
877,2009_GEORGIA,Georgia,2009,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062,2712073,-1052297,41940,131325,130091,124084,97779,1667685,236,278,218,260,South,,,
878,2009_HAWAII,Hawaii,2009,2689758,392837,2205032,91889,2318671,1402305,718309,129473,68584,371087,1547,15970,14249,12967,10621,180196,236,274,211,255,West,,,
879,2009_IDAHO,Idaho,2009,2182273,218777,1459554,503942,2078446,1157633,646213,100576,111190,103827,2646,21605,21337,21019,19250,276299,241,287,221,265,West,,,
880,2009_ILLINOIS,Illinois,2009,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950,2884993,-728761,84727,148097,154405,155003,146476,2104175,238,282,219,265,Midwest,,,
881,2009_INDIANA,Indiana,2009,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598,899628,1780959,12444,78224,79992,80983,72999,1046661,243,287,223,266,Midwest,,,
882,2009_IOWA,Iowa,2009,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983,672339,133,21804,38956,35225,35239,38685,491842,243,284,221,265,Midwest,,,
883,2009_KANSAS,Kansas,2009,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951,958961,-212543,10509,36461,35782,34596,33522,474489,245,289,224,267,Midwest,,,
884,2009_KENTUCKY,Kentucky,2009,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529,720114,-124084,27909,51276,51027,49298,43097,680089,239,279,226,267,South,,,
885,2009_LOUISIANA,Louisiana,2009,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292,824390,-69410,29447,53763,59998,52818,38828,690915,229,272,207,253,South,,,
886,2009_MAINE,Maine,2009,2623127,245063,1107152,1270912,2624504,1383650,857706,148378,108016,-1377,3783,13704,13769,14438,15246,189225,244,286,224,268,Northeast,,,
887,2009_MARYLAND,Maryland,2009,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336,961161,390332,28626,61428,61183,62590,61273,848412,244,288,226,267,South,,,
888,2009_MASSACHUSETTS,Massachusetts,2009,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737,589413,123208,27871,68369,71078,72093,67973,957053,252,299,234,274,Northeast,,,
889,2009_MICHIGAN,Michigan,2009,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858,1280455,-375885,29850,126313,118702,121463,126181,1649082,236,278,218,262,Midwest,,,
890,2009_MINNESOTA,Minnesota,2009,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017,1187008,-839856,13933,63111,60640,61281,74532,837053,249,294,223,270,Midwest,,,
891,2009_MISSISSIPPI,Mississippi,2009,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915,493773,-160655,3607,39148,39651,36577,28943,492481,227,265,211,251,South,,,
892,2009_MISSOURI,Missouri,2009,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977,1120105,-754785,25584,69016,68730,67430,67254,917982,241,286,224,267,Midwest,,,
893,2009_MONTANA,Montana,2009,1607935,195705,765177,647053,1622485,855803,509899,66973,158151,-14550,1209,10960,10499,10911,10563,141807,244,292,225,270,West,,,
894,2009_NEBRASKA,Nebraska,2009,3522481,297732,1182776,2041973,3523803,1887427,905681,144995,488293,-1322,11954,23577,21517,20834,22266,295368,239,284,223,267,Midwest,,,
895,2009_NEVADA,Nevada,2009,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194,633545,-135780,3953,32038,33664,33291,25935,428947,235,274,211,254,West,,,
896,2009_NEW_HAMPSHIRE,New Hampshire,2009,2816162,146867,1002239,1667056,2757401,1546316,822081,74820,112359,58761,2987,11969,14560,15517,15588,197140,251,292,229,271,Northeast,,,
897,2009_NEW_JERSEY,New Jersey,2009,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796,1499241,365079,33937,95251,99911,100749,98733,1396029,247,293,229,273,Northeast,,,
898,2009_NEW_MEXICO,New Mexico,2009,3703477,519973,2615320,568184,3945515,1807514,1167618,132017,784529,-242038,7406,26266,25358,24126,20150,334419,230,270,208,254,West,,,
899,2009_NEW_YORK,New York,2009,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718,-1966365,51251,190741,193473,198690,188377,2766052,241,283,224,264,Northeast,,,
900,2009_NORTH_CAROLINA,North Carolina,2009,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609,1647148,542494,26688,104954,116876,109864,88983,1483397,244,284,219,260,South,,,
901,2009_NORTH_DAKOTA,North Dakota,2009,1150142,160294,407374,582474,1137260,579830,310316,78735,95977,12882,1285,7472,6547,7308,7637,95073,245,293,226,269,Midwest,,,
902,2009_OHIO,Ohio,2009,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409,2552105,351863,29329,131114,133751,134169,118872,1764297,244,286,225,269,Midwest,,,
903,2009_OKLAHOMA,Oklahoma,2009,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867,568720,88008,39784,51037,48457,45268,40046,654802,237,276,217,259,South,,,
904,2009_OREGON,Oregon,2009,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699,803096,-556255,21143,40563,43059,43261,46088,582839,238,285,218,265,West,,,
905,2009_PENNSYLVANIA,Pennsylvania,2009,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635,2411908,-573095,15239,128947,132213,137072,140845,1785993,244,288,224,271,Northeast,,,
906,2009_RHODE_ISLAND,Rhode Island,2009,2179714,206225,765069,1208420,2171376,1224158,773039,90493,24161,8338,2109,10254,10188,11275,10697,145118,239,278,223,260,Northeast,,,
907,2009_SOUTH_CAROLINA,South Carolina,2009,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422,1318784,-757658,24425,53615,55671,52711,44364,723143,236,280,216,257,South,,,
908,2009_SOUTH_DAKOTA,South Dakota,2009,1258876,201889,412798,644189,1273527,645912,379946,56772,154459,-14651,1367,10560,9245,9251,8741,123713,242,291,222,270,Midwest,,,
909,2009_TENNESSEE,Tennessee,2009,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464,652210,-498283,16506,76745,75052,71050,66366,972549,232,275,217,261,South,,,
910,2009_TEXAS,Texas,2009,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408,9297597,-5487742,239030,369433,368175,346524,291130,4850210,240,287,219,260,South,,,
911,2009_UTAH,Utah,2009,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325,821593,-180807,8225,47684,45610,40997,38995,571586,240,284,219,266,West,,,
912,2009_VERMONT,Vermont,2009,1683034,102453,1336424,244157,1661019,859433,489015,49100,64170,22015,4837,6216,6237,6647,7328,91451,248,293,229,272,Northeast,,,
913,2009_VIRGINIA,Virginia,2009,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858,1418914,-258837,30600,92281,93708,92075,87839,1245340,243,286,227,266,South,,,
914,2009_WASHINGTON,Washington,2009,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407,1818982,-215620,11037,74547,78270,77206,83604,1035347,242,289,221,267,West,,,
915,2009_WEST_VIRGINIA,West Virginia,2009,3097212,355325,1793917,947970,3121728,1759397,994305,196984,157049,-24516,13894,21454,20790,20516,18688,282662,233,270,215,255,South,,,
916,2009_WISCONSIN,Wisconsin,2009,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295,648807,110601,47054,61094,61242,61748,71242,872436,244,288,220,266,Midwest,,,
917,2009_WYOMING,Wyoming,2009,1675761,108333,945765,621663,1658156,744877,482641,47165,372507,17605,534,7406,6683,6606,6160,88155,242,286,223,268,West,,,
918,2010_ALABAMA,Alabama,2010,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539,729720,-366513,8179,57665,59117,57992,49719,755552,,,,,South,,,
919,2010_ALASKA,Alaska,2010,2230338,366970,1356673,506695,2371251,1151630,856333,71634,229874,-140913,2990,10120,9917,9622,9643,132104,,,,,West,,,
920,2010_ARIZONA,Arizona,2010,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773,713810,15155,8554,82860,82862,80636,81326,1071751,,,,,West,,,
921,2010_ARKANSAS,Arkansas,2010,5069272,787738,3677112,604422,5520387,2521528,1595730,639753,595456,-451115,14059,37701,36873,36237,30330,482114,,,,,South,,,
922,2010_CALIFORNIA,California,2010,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156,7150441,-3870392,72404,468036,463691,476639,492545,6289578,,,,,West,,,
923,2010_COLORADO,Colorado,2010,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789,1011988,-120662,30593,65182,63819,59684,60899,843316,,,,,West,,,
924,2010_CONNECTICUT,Connecticut,2010,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600,823081,184814,15921,39670,41155,42346,41381,560546,,,,,Northeast,,,
925,2010_DELAWARE,Delaware,2010,1733458,180584,992422,560452,1758988,901200,499586,79328,192826,-25530,1626,9810,9797,9504,8464,129403,,,,,South,,,
